FLaSHLogNumber,Project,Date,Station,Species,SerialNumber,PreyType,PreyConversion,MacroCategory,PreyLengthSpecies,PreyLength,Estimate,PreyWeight
2122,STN,7/25/2017 0:00,602,delta smelt,7610,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
2122,STN,7/25/2017 0:00,602,delta smelt,7610,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
2122,STN,7/25/2017 0:00,602,delta smelt,7610,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
2122,STN,7/25/2017 0:00,602,delta smelt,7610,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
2124,STN,7/24/2017 0:00,519,delta smelt,7612,Corophium,Corophiidae,amphipod,juvenile Corophium,1.7,,
2124,STN,7/24/2017 0:00,519,delta smelt,7612,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
2124,STN,7/24/2017 0:00,519,delta smelt,7612,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
2124,STN,7/24/2017 0:00,519,delta smelt,7612,Corophium,Corophiidae,amphipod,juvenile Corophium,0.9,,
2124,STN,7/24/2017 0:00,519,delta smelt,7612,Corophium,Corophiidae,amphipod,juvenile Corophium,1.4,,
2138,SKT,1/11/2017 0:00,804,delta smelt,A8,Corophium,Corophiidae,amphipod,juvenile Corophium,1.9,,
2162,SKT,4/5/2017 0:00,719,delta smelt,A37,Corophium,Corophiidae,amphipod,juvenile Corophium,1.4,,
2172,SKT,1/14/2016 0:00,606,delta smelt,7273,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
2174,SKT,2/10/2016 0:00,719,delta smelt,7275,Corophium,Corophiidae,amphipod,juvenile Corophium,1.9,,
2180,SKT,3/9/2016 0:00,719,delta smelt,7281,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,,
2213,FMWT,9/9/2015 0:00,704,delta smelt,7256,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
2217,FMWT,10/19/2015 0:00,797,delta smelt,7260,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
2262,SKT,12/12/2016 0:00,606,delta smelt,,Corophium,Corophiidae,amphipod,juvenile Corophium,1.8,,
2262,SKT,12/12/2016 0:00,606,delta smelt,,Corophium,Corophiidae,amphipod,juvenile Corophium,1.6,,
2263,SKT,12/12/2016 0:00,606,delta smelt,,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,,
2304,SKT,12/13/2017 0:00,706,delta smelt,A41,Corophium,Corophiidae,amphipod,Juvenile Corophium,2,,
2308,SKT,12/13/2017 0:00,704,delta smelt,A43B,Corophium,Corophiidae,amphipod,Juvenile Corophium,1.2,,
1824,SKT,1/13/2015 0:00,513,delta smelt,7089,Corophium,Corophiidae,amphipod,Unid amphipod,2.9,,
146,FMWT,12/12/2011 0:00,706,delta smelt,3325,Corophium,Corophiidae,amphipod,Unid Corophium,4.4,,
342,SKT,1/20/2012 0:00,520,delta smelt,4240,Corophium,Corophiidae,amphipod,Unid Corophium,4.2,ED,
378,SKT,1/19/2012 0:00,706,delta smelt,4094,Corophium,Corophiidae,amphipod,Unid Corophium,5.2,,
427,SKT,2/14/2012 0:00,519,delta smelt,4374,Corophium,Corophiidae,amphipod,Unid Corophium,1.3,,
427,SKT,2/14/2012 0:00,519,delta smelt,4374,Corophium,Corophiidae,amphipod,Unid Corophium,1.3,G,
428,SKT,2/14/2012 0:00,519,delta smelt,4325,Corophium,Corophiidae,amphipod,Unid Corophium,1.5,,
428,SKT,2/14/2012 0:00,519,delta smelt,4325,Corophium,Corophiidae,amphipod,Unid Corophium,4.2,ED,
487,SKT,3/6/2012 0:00,513,delta smelt,4587,Corophium,Corophiidae,amphipod,Unid Corophium,3.3,G,
487,SKT,3/6/2012 0:00,513,delta smelt,4587,Corophium,Corophiidae,amphipod,Unid Corophium,3.3,G,
487,SKT,3/6/2012 0:00,513,delta smelt,4587,Corophium,Corophiidae,amphipod,Unid Corophium,4.2,ED,
489,SKT,3/6/2012 0:00,513,delta smelt,4589,Corophium,Corophiidae,amphipod,Unid Corophium,1.3,,
489,SKT,3/6/2012 0:00,513,delta smelt,4589,Corophium,Corophiidae,amphipod,Unid Corophium,1.1,,
489,SKT,3/6/2012 0:00,513,delta smelt,4589,Corophium,Corophiidae,amphipod,Unid Corophium,3.5,G,
489,SKT,3/6/2012 0:00,513,delta smelt,4589,Corophium,Corophiidae,amphipod,Unid Corophium,1.3,G,
489,SKT,3/6/2012 0:00,513,delta smelt,4589,Corophium,Corophiidae,amphipod,Unid Corophium,1.1,G,
490,SKT,3/6/2012 0:00,513,delta smelt,4590,Corophium,Corophiidae,amphipod,Unid Corophium,3.8,,
491,SKT,3/6/2012 0:00,513,delta smelt,4591,Corophium,Corophiidae,amphipod,Unid Corophium,1.5,,
491,SKT,3/6/2012 0:00,513,delta smelt,4591,Corophium,Corophiidae,amphipod,Unid Corophium,1.4,,
493,SKT,3/6/2012 0:00,513,delta smelt,4593,Corophium,Corophiidae,amphipod,Unid Corophium,1.6,,
493,SKT,3/6/2012 0:00,513,delta smelt,4593,Corophium,Corophiidae,amphipod,Unid Corophium,3,G,
496,SKT,3/6/2012 0:00,520,delta smelt,4596,Corophium,Corophiidae,amphipod,Unid Corophium,3.1,,
503,SKT,3/8/2012 0:00,707,delta smelt,4606,Corophium,Corophiidae,amphipod,Unid Corophium,2.1,,
508,SKT,3/8/2012 0:00,713,delta smelt,4616,Corophium,Corophiidae,amphipod,Unid Corophium,1.3,S,
509,SKT,3/8/2012 0:00,713,delta smelt,4621,Corophium,Corophiidae,amphipod,Unid Corophium,1.2,,
509,SKT,3/8/2012 0:00,713,delta smelt,4621,Corophium,Corophiidae,amphipod,Unid Corophium,1.3,,
515,SKT,3/8/2012 0:00,713,delta smelt,4636,Corophium,Corophiidae,amphipod,Unid Corophium,1.1,G,
515,SKT,3/8/2012 0:00,713,delta smelt,4636,Corophium,Corophiidae,amphipod,Unid Corophium,1.2,G,
515,SKT,3/8/2012 0:00,713,delta smelt,4636,Corophium,Corophiidae,amphipod,Unid Corophium,0.9,,
515,SKT,3/8/2012 0:00,713,delta smelt,4636,Corophium,Corophiidae,amphipod,Unid Corophium,1.2,,
515,SKT,3/8/2012 0:00,713,delta smelt,4636,Corophium,Corophiidae,amphipod,Unid Corophium,1.2,,
515,SKT,3/8/2012 0:00,713,delta smelt,4636,Corophium,Corophiidae,amphipod,Unid Corophium,1.3,,
526,SKT,3/8/2012 0:00,715,delta smelt,4651,Corophium,Corophiidae,amphipod,Unid Corophium,1,,
526,SKT,3/8/2012 0:00,715,delta smelt,4651,Corophium,Corophiidae,amphipod,Unid Corophium,1,G,
532,SKT,3/8/2012 0:00,716,delta smelt,4667,Corophium,Corophiidae,amphipod,Unid Corophium,1.2,,
555,SKT,3/6/2012 0:00,801,delta smelt,4584,Corophium,Corophiidae,amphipod,Unid Corophium,3.3,,
556,SKT,3/6/2012 0:00,801,delta smelt,4585,Corophium,Corophiidae,amphipod,Unid Corophium,1.3,G,
556,SKT,3/6/2012 0:00,801,delta smelt,4585,Corophium,Corophiidae,amphipod,Unid Corophium,1.3,G,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,Corophiidae,amphipod,Unid Corophium,3.9,,
579,SKT,1/18/2012 0:00,519,delta smelt,4018,Corophium,Corophiidae,amphipod,Unid Corophium,1.3,S,
579,SKT,1/18/2012 0:00,519,delta smelt,4018,Corophium,Corophiidae,amphipod,Unid Corophium,1.3,S,
610,SKT,4/5/2012 0:00,504,delta smelt,4959,Corophium,Corophiidae,amphipod,Unid Corophium,5.3,G,
611,SKT,4/3/2012 0:00,508,delta smelt,4907,Corophium,Corophiidae,amphipod,Unid Corophium,2.8,S,
611,SKT,4/3/2012 0:00,508,delta smelt,4907,Corophium,Corophiidae,amphipod,Unid Corophium,2.8,S,
611,SKT,4/3/2012 0:00,508,delta smelt,4907,Corophium,Corophiidae,amphipod,Unid Corophium,2.8,S,
611,SKT,4/3/2012 0:00,508,delta smelt,4907,Corophium,Corophiidae,amphipod,Unid Corophium,2.8,S,
611,SKT,4/3/2012 0:00,508,delta smelt,4907,Corophium,Corophiidae,amphipod,Unid Corophium,2.8,S,
611,SKT,4/3/2012 0:00,508,delta smelt,4907,Corophium,Corophiidae,amphipod,Unid Corophium,2.8,S,
611,SKT,4/3/2012 0:00,508,delta smelt,4907,Corophium,Corophiidae,amphipod,Unid Corophium,2.8,S,
611,SKT,4/3/2012 0:00,508,delta smelt,4907,Corophium,Corophiidae,amphipod,Unid Corophium,2.8,S,
612,SKT,4/3/2012 0:00,513,delta smelt,4904,Corophium,Corophiidae,amphipod,Unid Corophium,1,S,
613,SKT,4/3/2012 0:00,513,delta smelt,4900,Corophium,Corophiidae,amphipod,Unid Corophium,3,,4.30E-04
614,SKT,4/3/2012 0:00,513,delta smelt,4899,Corophium,Corophiidae,amphipod,Unid Corophium,1.8,,
614,SKT,4/3/2012 0:00,513,delta smelt,4899,Corophium,Corophiidae,amphipod,Unid Corophium,2.65,G,
630,SKT,4/5/2012 0:00,606,delta smelt,4995,Corophium,Corophiidae,amphipod,Unid Corophium,2.3,,
646,SKT,4/4/2012 0:00,713,delta smelt,4920,Corophium,Corophiidae,amphipod,Unid Corophium,1,G,
646,SKT,4/4/2012 0:00,713,delta smelt,4920,Corophium,Corophiidae,amphipod,Unid Corophium,1.1,G,
648,SKT,4/4/2012 0:00,715,delta smelt,4922,Corophium,Corophiidae,amphipod,Unid Corophium,4.9,,
651,SKT,4/4/2012 0:00,715,delta smelt,4924,Corophium,Corophiidae,amphipod,Unid Corophium,3.7,G,
652,SKT,4/4/2012 0:00,716,delta smelt,4930,Corophium,Corophiidae,amphipod,Unid Corophium,1.1,G,
661,SKT,4/3/2012 0:00,513,delta smelt,4901,Corophium,Corophiidae,amphipod,Unid Corophium,3.3,,
669,SKT,4/5/2012 0:00,606,delta smelt,4990,Corophium,Corophiidae,amphipod,Unid Corophium,2.4,,
669,SKT,4/5/2012 0:00,606,delta smelt,4990,Corophium,Corophiidae,amphipod,Unid Corophium,3.1,,
669,SKT,4/5/2012 0:00,606,delta smelt,4990,Corophium,Corophiidae,amphipod,Unid Corophium,0.9,G,
669,SKT,4/5/2012 0:00,606,delta smelt,4990,Corophium,Corophiidae,amphipod,Unid Corophium,1,G,
669,SKT,4/5/2012 0:00,606,delta smelt,4990,Corophium,Corophiidae,amphipod,Unid Corophium,1.1,G,
679,SKT,4/5/2012 0:00,609,delta smelt,5028,Corophium,Corophiidae,amphipod,Unid Corophium,1.8,M,
679,SKT,4/5/2012 0:00,609,delta smelt,5028,Corophium,Corophiidae,amphipod,Unid Corophium,1.8,M,
679,SKT,4/5/2012 0:00,609,delta smelt,5028,Corophium,Corophiidae,amphipod,Unid Corophium,1.8,M,
679,SKT,4/5/2012 0:00,609,delta smelt,5028,Corophium,Corophiidae,amphipod,Unid Corophium,1.8,M,
1013,FMWT,10/15/2012 0:00,703,delta smelt,5704,Corophium,Corophiidae,amphipod,Unid Corophium,2.1,,
1032,FMWT,12/7/2012 0:00,515,delta smelt,6110,Corophium,Corophiidae,amphipod,Unid Corophium,1.8,G,
1035,FMWT,12/7/2012 0:00,519,delta smelt,6115,Corophium,Corophiidae,amphipod,Unid Corophium,4.4,G,
1036,FMWT,12/7/2012 0:00,519,delta smelt,6114,Corophium,Corophiidae,amphipod,Unid Corophium,4.4,S,
1039,FMWT,12/11/2012 0:00,719,delta smelt,6132,Corophium,Corophiidae,amphipod,Unid Corophium,5.2,,
1059,SKT,1/9/2013 0:00,719,delta smelt,6227,Corophium,Corophiidae,amphipod,Unid Corophium,3.1,S,
1077,SKT,1/9/2013 0:00,715,delta smelt,6256,Corophium,Corophiidae,amphipod,Unid Corophium,2,,
1117,SKT,3/6/2013 0:00,704,delta smelt,6399,Corophium,Corophiidae,amphipod,Unid Corophium,1.1,S,
1157,SKT,4/4/2013 0:00,716,delta smelt,6478,Corophium,Corophiidae,amphipod,Unid Corophium,1.2,G,
1254,SKT,5/2/2012 0:00,715,delta smelt,5070,Corophium,Corophiidae,amphipod,Unid Corophium,1.8,,
1429,FMWT,12/9/2013 0:00,517,delta smelt,808,Corophium,Corophiidae,amphipod,Unid Corophium,2.1,,
1454,FMWT,10/9/2013 0:00,705,delta smelt,544,Corophium,Corophiidae,amphipod,Unid Corophium,3.5,AL,
1473,SKT,1/15/2014 0:00,715,delta smelt,149,Corophium,Corophiidae,amphipod,Unid Corophium,3,G,
1482,SKT,2/12/2014 0:00,704,delta smelt,358,Corophium,Corophiidae,amphipod,Unid Corophium,3.3,AL,
1482,SKT,2/12/2014 0:00,704,delta smelt,358,Corophium,Corophiidae,amphipod,Unid Corophium,3.4,AL,
1510,SKT,3/12/2014 0:00,716,delta smelt,554,Corophium,Corophiidae,amphipod,Unid Corophium,1.1,S,
1512,SKT,1/14/2014 0:00,513,delta smelt,114,Corophium,Corophiidae,amphipod,Unid Corophium,2.9,G,
1512,SKT,1/14/2014 0:00,513,delta smelt,114,Corophium,Corophiidae,amphipod,Unid Corophium,2.9,,
1514,SKT,1/14/2014 0:00,513,delta smelt,116,Corophium,Corophiidae,amphipod,Unid Corophium,1.6,,
1514,SKT,1/14/2014 0:00,513,delta smelt,116,Corophium,Corophiidae,amphipod,Unid Corophium,1.6,,
1520,SKT,1/14/2014 0:00,513,delta smelt,124,Corophium,Corophiidae,amphipod,Unid Corophium,3,G,
1522,SKT,1/14/2014 0:00,801,delta smelt,103,Corophium,Corophiidae,amphipod,Unid Corophium,2.4,AL,
1526,SKT,1/14/2014 0:00,801,delta smelt,107,Corophium,Corophiidae,amphipod,Unid Corophium,3.1,AL,
1526,SKT,1/14/2014 0:00,801,delta smelt,107,Corophium,Corophiidae,amphipod,Unid Corophium,2.5,,
1587,SKT,3/13/2014 0:00,609,delta smelt,566,Corophium,Corophiidae,amphipod,Unid Corophium,5.5,,
1615,SKT,5/8/2014 0:00,606,delta smelt,33,Corophium,Corophiidae,amphipod,Unid Corophium,2.2,,
1781,SKT,12/9/2014 0:00,701,delta smelt,7012,Corophium,Corophiidae,amphipod,Unid Corophium,2.8,,3.80E-04
1781,SKT,12/9/2014 0:00,701,delta smelt,7012,Corophium,Corophiidae,amphipod,Unid Corophium,1.5,,
1781,SKT,12/9/2014 0:00,701,delta smelt,7012,Corophium,Corophiidae,amphipod,Unid Corophium,1.8,,
1781,SKT,12/9/2014 0:00,701,delta smelt,7012,Corophium,Corophiidae,amphipod,Unid Corophium,2.4,,1.10E-04
1781,SKT,12/9/2014 0:00,701,delta smelt,7012,Corophium,Corophiidae,amphipod,Unid Corophium,1.9,,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Corophiidae,amphipod,Unid Corophium,2.2,,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Corophiidae,amphipod,Unid Corophium,3.2,,
1811,SKT,12/17/2014 0:00,704,delta smelt,7073,Corophium,Corophiidae,amphipod,Unid Corophium,2.1,,
1824,SKT,1/13/2015 0:00,513,delta smelt,7089,Corophium,Corophiidae,amphipod,Unid Corophium,3.2,,
1825,SKT,1/13/2015 0:00,508,delta smelt,7090,Corophium,Corophiidae,amphipod,Unid Corophium,3.4,G,
1834,SKT,1/15/2015 0:00,610,delta smelt,7099,Corophium,Corophiidae,amphipod,Unid Corophium,2.4,Y,
1843,SKT,2/10/2015 0:00,508,delta smelt,7108,Corophium,Corophiidae,amphipod,Unid Corophium,4.5,,
1921,GES,8/21/2014 0:00,706,delta smelt,28,Corophium,Corophiidae,amphipod,Unid Corophium,2.4,Y,
2057,GES,9/25/2014 0:00,705,delta smelt,313,Corophium,Corophiidae,amphipod,Unid Corophium,1.3,U,
2138,SKT,1/11/2017 0:00,804,delta smelt,A8,Corophium,Corophiidae,amphipod,Unid Corophium,3.1,AL,
2138,SKT,1/11/2017 0:00,804,delta smelt,A8,Corophium,Corophiidae,amphipod,Unid Corophium,2.5,,
2174,SKT,2/10/2016 0:00,719,delta smelt,7275,Corophium,Corophiidae,amphipod,Unid Corophium,1.9,S,
2206,FMWT,11/7/2016 0:00,703,delta smelt,7322,Corophium,Corophiidae,amphipod,Unid Corophium,3.1,M,
2266,SKT,12/12/2016 0:00,610,delta smelt,,Corophium,Corophiidae,amphipod,Unid Corophium,2.7,AL,
2555,SKT,2/12/2020 0:00,707,delta smelt,A212,Corophium,Corophiidae,amphipod,Unid Corophium Type,3.5,,
3,STN,8/24/2011 0:00,501,delta smelt,1005,Corophium,Corophiidae,amphipod,,0.8,,
4,STN,8/26/2011 0:00,340,delta smelt,1087,Corophium,Corophiidae,amphipod,,1.3,,
4,STN,8/26/2011 0:00,340,delta smelt,1087,Corophium,Corophiidae,amphipod,,2.3,,
4,STN,8/26/2011 0:00,340,delta smelt,1087,Corophium,Corophiidae,amphipod,,1.6,G,
4,STN,8/26/2011 0:00,340,delta smelt,1087,Corophium,Corophiidae,amphipod,,1.2,,
4,STN,8/26/2011 0:00,340,delta smelt,1087,Corophium,Corophiidae,amphipod,,1,,
4,STN,8/26/2011 0:00,340,delta smelt,1087,Corophium,Corophiidae,amphipod,,2.2,,
4,STN,8/26/2011 0:00,340,delta smelt,1087,Corophium,Corophiidae,amphipod,,1.5,,
5,STN,8/25/2011 0:00,602,delta smelt,1062,Corophium,Corophiidae,amphipod,,1.1,,
6,STN,8/24/2011 0:00,519,delta smelt,1006,Corophium,Corophiidae,amphipod,,1.2,,
11,STN,8/25/2011 0:00,602,delta smelt,1082,Corophium,Corophiidae,amphipod,,1.8,,
24,STN,8/25/2011 0:00,602,delta smelt,1077,Corophium,Corophiidae,amphipod,,2.1,,
31,FMWT,9/8/2011 0:00,413,delta smelt,1109,Corophium,Corophiidae,amphipod,,1.1,,
31,FMWT,9/8/2011 0:00,413,delta smelt,1109,Corophium,Corophiidae,amphipod,,0.9,,
31,FMWT,9/8/2011 0:00,413,delta smelt,1109,Corophium,Corophiidae,amphipod,,1.1,,
31,FMWT,9/8/2011 0:00,413,delta smelt,1109,Corophium,Corophiidae,amphipod,,1.1,,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Corophium,Corophiidae,amphipod,,1,,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Corophium,Corophiidae,amphipod,,1.3,,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Corophium,Corophiidae,amphipod,,0.9,,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Corophium,Corophiidae,amphipod,,0.9,G,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Corophium,Corophiidae,amphipod,,1,,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Corophium,Corophiidae,amphipod,,0.9,,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Corophium,Corophiidae,amphipod,,0.9,G,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Corophium,Corophiidae,amphipod,,0.9,G,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Corophium,Corophiidae,amphipod,,1,,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Corophium,Corophiidae,amphipod,,1,,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Corophium,Corophiidae,amphipod,,1,,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Corophium,Corophiidae,amphipod,,0.9,G,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Corophium,Corophiidae,amphipod,,0.9,G,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Corophium,Corophiidae,amphipod,,0.8,,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Corophium,Corophiidae,amphipod,,1,,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Corophium,Corophiidae,amphipod,,0.8,,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Corophium,Corophiidae,amphipod,,0.8,,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Corophium,Corophiidae,amphipod,,1,,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Corophium,Corophiidae,amphipod,,0.6,,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Corophium,Corophiidae,amphipod,,0.6,,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Corophium,Corophiidae,amphipod,,1.1,,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,1.15,,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,1.15,,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,0.9,,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,1.2,,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,1.2,,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,1.05,,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,1.05,,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,1.05,,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,1.05,,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,0.95,,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,0.95,,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,0.95,,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,0.95,,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,0.8,,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,0.85,,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,1.1,,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,1.1,,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,1.1,,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,1.1,,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,1,,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,1,,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,1.25,,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,1.05,G,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,1.05,G,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Corophium,Corophiidae,amphipod,,1.05,G,
34,FMWT,9/8/2011 0:00,413,delta smelt,1108,Corophium,Corophiidae,amphipod,,1.1,,
34,FMWT,9/8/2011 0:00,413,delta smelt,1108,Corophium,Corophiidae,amphipod,,1.1,,
34,FMWT,9/8/2011 0:00,413,delta smelt,1108,Corophium,Corophiidae,amphipod,,1.6,,
34,FMWT,9/8/2011 0:00,413,delta smelt,1108,Corophium,Corophiidae,amphipod,,2.2,,
34,FMWT,9/8/2011 0:00,413,delta smelt,1108,Corophium,Corophiidae,amphipod,,2.9,ED,
35,FMWT,9/8/2011 0:00,413,delta smelt,1110,Corophium,Corophiidae,amphipod,,1.2,,
35,FMWT,9/8/2011 0:00,413,delta smelt,1110,Corophium,Corophiidae,amphipod,,1.1,,
35,FMWT,9/8/2011 0:00,413,delta smelt,1110,Corophium,Corophiidae,amphipod,,1.2,,
35,FMWT,9/8/2011 0:00,413,delta smelt,1110,Corophium,Corophiidae,amphipod,,1.1,,
35,FMWT,9/8/2011 0:00,413,delta smelt,1110,Corophium,Corophiidae,amphipod,,1.1,,
35,FMWT,9/8/2011 0:00,413,delta smelt,1110,Corophium,Corophiidae,amphipod,,1.3,,
35,FMWT,9/8/2011 0:00,413,delta smelt,1110,Corophium,Corophiidae,amphipod,,1.2,G,
35,FMWT,9/8/2011 0:00,413,delta smelt,1110,Corophium,Corophiidae,amphipod,,1.2,G,
39,FMWT,9/8/2011 0:00,504,delta smelt,1123,Corophium,Corophiidae,amphipod,,1.16,M,
39,FMWT,9/8/2011 0:00,504,delta smelt,1123,Corophium,Corophiidae,amphipod,,1.16,M,
39,FMWT,9/8/2011 0:00,504,delta smelt,1123,Corophium,Corophiidae,amphipod,,1.16,M,
39,FMWT,9/8/2011 0:00,504,delta smelt,1123,Corophium,Corophiidae,amphipod,,1.16,M,
39,FMWT,9/8/2011 0:00,504,delta smelt,1123,Corophium,Corophiidae,amphipod,,1.16,M,
39,FMWT,9/8/2011 0:00,504,delta smelt,1123,Corophium,Corophiidae,amphipod,,1.16,M,
39,FMWT,9/8/2011 0:00,504,delta smelt,1123,Corophium,Corophiidae,amphipod,,1.16,M,
39,FMWT,9/8/2011 0:00,504,delta smelt,1123,Corophium,Corophiidae,amphipod,,1.16,M,
39,FMWT,9/8/2011 0:00,504,delta smelt,1123,Corophium,Corophiidae,amphipod,,1.16,M,
39,FMWT,9/8/2011 0:00,504,delta smelt,1123,Corophium,Corophiidae,amphipod,,1.16,M,
61,FMWT,9/8/2011 0:00,504,delta smelt,1122,Corophium,Corophiidae,amphipod,,0.8,,
61,FMWT,9/8/2011 0:00,504,delta smelt,1122,Corophium,Corophiidae,amphipod,,0.9,,
61,FMWT,9/8/2011 0:00,504,delta smelt,1122,Corophium,Corophiidae,amphipod,,1,,
61,FMWT,9/8/2011 0:00,504,delta smelt,1122,Corophium,Corophiidae,amphipod,,1,,
61,FMWT,9/8/2011 0:00,504,delta smelt,1122,Corophium,Corophiidae,amphipod,,1.1,,
61,FMWT,9/8/2011 0:00,504,delta smelt,1122,Corophium,Corophiidae,amphipod,,1.1,,
61,FMWT,9/8/2011 0:00,504,delta smelt,1122,Corophium,Corophiidae,amphipod,,1.1,,
61,FMWT,9/8/2011 0:00,504,delta smelt,1122,Corophium,Corophiidae,amphipod,,1.1,,
61,FMWT,9/8/2011 0:00,504,delta smelt,1122,Corophium,Corophiidae,amphipod,,1,G,
61,FMWT,9/8/2011 0:00,504,delta smelt,1122,Corophium,Corophiidae,amphipod,,1,G,
61,FMWT,9/8/2011 0:00,504,delta smelt,1122,Corophium,Corophiidae,amphipod,,1,G,
61,FMWT,9/8/2011 0:00,504,delta smelt,1122,Corophium,Corophiidae,amphipod,,1,G,
61,FMWT,9/8/2011 0:00,504,delta smelt,1122,Corophium,Corophiidae,amphipod,,1,G,
61,FMWT,9/8/2011 0:00,504,delta smelt,1122,Corophium,Corophiidae,amphipod,,1,G,
61,FMWT,9/8/2011 0:00,504,delta smelt,1122,Corophium,Corophiidae,amphipod,,1,G,
62,FMWT,9/8/2011 0:00,504,delta smelt,1121,Corophium,Corophiidae,amphipod,,1.1,,
